date,sessions,page_views,bounce_rate,avg_session_duration,new_users,returning_users
2023-06-18,124,380,0.46257028421350743,249,32,92
2023-06-19,107,266,0.5618837507629224,284,27,80
2023-06-20,109,277,0.5196674659228684,152,28,81
2023-06-21,115,317,0.5419683443584349,163,29,86
2023-06-22,131,267,0.4976350100132152,295,33,98
2023-06-23,147,389,0.5076829693553557,153,37,110
2023-06-24,141,342,0.5547586954695958,274,36,105
2023-06-25,139,369,0.37490040265775576,209,35,104
2023-06-26,117,262,0.4468274890929421,165,30,87
2023-06-27,143,541,0.36636283254588065,277,36,107
2023-06-28,122,389,0.5963004023989941,200,31,91
2023-06-29,172,578,0.5832178019059839,213,44,128
2023-06-30,150,537,0.31182804341055176,185,38,112
2023-07-01,123,369,0.5116725517547065,227,31,92
2023-07-02,109,237,0.5775744952246997,149,28,81
2023-07-03,122,375,0.35417260353820007,190,31,91
2023-07-04,116,368,0.47038356916578883,294,30,86
2023-07-05,135,471,0.5746464892764125,166,34,101
2023-07-06,136,389,0.31018379357573966,238,35,101
2023-07-07,138,311,0.509226080174052,179,35,103
2023-07-08,121,311,0.38920470221176523,259,31,90
2023-07-09,101,275,0.5773188586129592,144,26,75
2023-07-10,107,352,0.5913174735496103,295,27,80
2023-07-11,131,412,0.5832799467340302,202,33,98
2023-07-12,126,342,0.44226426499723914,162,32,94
2023-07-13,109,433,0.5586127952967941,133,28,81
2023-07-14,140,450,0.5533648195605211,151,36,104
2023-07-15,138,341,0.3957301419729767,214,35,103
2023-07-16,109,240,0.5486746422452031,181,28,81
2023-07-17,114,263,0.31110229041464776,269,29,85
2023-07-18,118,294,0.4788809635446159,198,30,88
2023-07-19,105,244,0.3690026511863109,165,27,78
2023-07-20,132,313,0.33617006573318364,231,34,98
2023-07-21,145,373,0.32308596048876276,247,37,108
2023-07-22,147,345,0.5088866327634419,150,37,110
2023-07-23,137,520,0.4019624891304198,150,35,102
2023-07-24,90,194,0.5174300314586284,127,23,67
2023-07-25,102,311,0.3196069022396827,253,26,76
2023-07-26,128,361,0.39458710134918307,239,33,95
2023-07-27,133,527,0.46184738771260114,205,34,99
2023-07-28,143,318,0.5372169494516891,272,36,107
2023-07-29,188,526,0.39562575087962093,265,48,140
2023-07-30,128,504,0.4877674129311027,225,33,95
2023-07-31,127,474,0.5657933244708562,276,32,95
2023-08-01,129,469,0.48475895645469136,157,33,96
2023-08-02,129,325,0.36988784242609013,140,33,96
2023-08-03,119,279,0.3073202344669614,169,30,89
2023-08-04,145,484,0.5610296621702789,130,37,108
2023-08-05,117,451,0.3063808232551161,216,30,87
2023-08-06,115,358,0.5624105018052599,289,29,86
2023-08-07,101,317,0.4586811402081636,127,26,75
2023-08-08,115,294,0.5817203095538688,142,29,86
2023-08-09,153,541,0.5396349707320995,201,39,114
2023-08-10,95,226,0.5993802331600012,288,24,71
2023-08-11,143,379,0.405213544635513,177,36,107
2023-08-12,104,296,0.530156486679338,211,27,77
2023-08-13,111,335,0.4205792740827726,127,28,83
2023-08-14,124,308,0.4439626860911726,147,32,92
2023-08-15,113,252,0.48825163896551105,298,29,84
2023-08-16,101,325,0.5621031342559015,294,26,75
2023-08-17,112,289,0.5952250407597885,121,29,83
2023-08-18,142,449,0.5304820241593554,291,36,106
2023-08-19,116,268,0.42533003465020014,235,30,86
2023-08-20,120,355,0.42640710068312104,276,31,89
2023-08-21,108,331,0.5212746904766674,202,28,80
2023-08-22,102,215,0.37163314373049067,213,26,76
2023-08-23,149,398,0.3331422339394184,208,38,111
2023-08-24,131,297,0.40638664729223295,240,33,98
2023-08-25,101,215,0.3861716974962245,145,26,75
2023-08-26,129,513,0.388892436136797,125,33,96
2023-08-27,106,280,0.370082325314973,175,27,79
2023-08-28,119,431,0.31262795689090855,247,30,89
2023-08-29,99,248,0.3053621804200241,156,25,74
2023-08-30,115,387,0.5963167169208095,241,29,86
2023-08-31,129,454,0.4283319401207587,295,33,96
2023-09-01,144,460,0.41529799414790447,137,37,107
2023-09-02,108,318,0.5038941848079209,241,28,80
2023-09-03,111,313,0.36547616635951924,200,28,83
2023-09-04,99,267,0.5849883551850676,276,25,74
2023-09-05,101,390,0.5359035043246656,152,26,75
2023-09-06,143,524,0.3268233006936778,245,36,107
2023-09-07,127,499,0.4252742327354785,271,32,95
2023-09-08,112,252,0.5637354922686494,290,29,83
2023-09-09,140,485,0.5834196066874231,243,36,104
2023-09-10,148,574,0.4402204533749609,209,38,110
2023-09-11,122,288,0.48402341676321226,231,31,91
2023-09-12,88,188,0.35011018382762255,276,22,66
2023-09-13,109,380,0.597350587841093,223,28,81
2023-09-14,140,441,0.369501510415033,125,36,104
2023-09-15,121,446,0.5828195322405376,288,31,90
2023-09-16,133,303,0.49489399469771056,244,34,99
2023-09-17,128,460,0.4823210384636577,242,33,95
2023-09-18,92,221,0.45380655330495256,159,23,69
2023-09-19,110,256,0.3692009435153276,239,28,82
2023-09-20,68,158,0.3529584096016525,191,17,51
2023-09-21,106,385,0.3661458627210526,237,27,79
2023-09-22,128,426,0.35593147864327634,139,33,95
2023-09-23,108,329,0.533875342070026,238,28,80
2023-09-24,141,383,0.40503757775001903,300,36,105
2023-09-25,85,319,0.3173528029690189,129,22,63
2023-09-26,105,292,0.5907307890422433,296,27,78
2023-09-27,119,432,0.5651357654890277,193,30,89
2023-09-28,144,414,0.5783256849585638,277,37,107
2023-09-29,111,306,0.5984723467939306,261,28,83
2023-09-30,145,424,0.3521685747658462,222,37,108
2023-10-01,118,307,0.4188726056707976,253,30,88
2023-10-02,93,325,0.5274715427112273,278,24,69
2023-10-03,120,361,0.5088061854161376,193,31,89
2023-10-04,121,298,0.3461687719019565,179,31,90
2023-10-05,114,433,0.5447499374971854,240,29,85
2023-10-06,134,371,0.3673321715509982,265,34,100
2023-10-07,123,380,0.3671452844467869,257,31,92
2023-10-08,120,458,0.46109232686802404,264,31,89
2023-10-09,119,387,0.47788198045251096,198,30,89
2023-10-10,138,308,0.47402586235134336,267,35,103
2023-10-11,101,392,0.32744605121932646,142,26,75
2023-10-12,156,508,0.563238258789114,218,40,116
2023-10-13,105,280,0.3796800127766118,121,27,78
2023-10-14,127,289,0.33885447638484123,178,32,95
2023-10-15,129,463,0.5666244239606931,186,33,96
2023-10-16,114,369,0.586695449468926,191,29,85
2023-10-17,106,325,0.5586382851796352,245,27,79
2023-10-18,117,443,0.5428548224174634,190,30,87
2023-10-19,118,422,0.4965725941917065,201,30,88
2023-10-20,127,293,0.46525721118274177,163,32,95
2023-10-21,144,378,0.326096027973423,187,37,107
2023-10-22,127,317,0.4225359639212096,161,32,95
2023-10-23,101,352,0.4118065551036942,133,26,75
2023-10-24,131,271,0.37792613512809786,229,33,98
2023-10-25,127,399,0.5170260341065754,240,32,95
2023-10-26,140,493,0.4487627205236312,232,36,104
2023-10-27,147,552,0.32431386477229435,203,37,110
2023-10-28,121,325,0.36605496058494336,188,31,90
2023-10-29,115,419,0.5049776290978788,275,29,86
2023-10-30,125,278,0.32283925784709006,213,32,93
2023-10-31,128,473,0.5553620742146306,206,33,95
2023-11-01,124,280,0.4485439581041923,125,32,92
2023-11-02,131,366,0.4441759731979944,181,33,98
2023-11-03,159,572,0.47772233539785525,188,41,118
2023-11-04,126,290,0.5474042897775447,192,32,94
2023-11-05,134,329,0.4043427623706579,224,34,100
2023-11-06,113,389,0.503404845767719,216,29,84
2023-11-07,118,406,0.4697195891987373,229,30,88
2023-11-08,143,469,0.3801084810508264,258,36,107
2023-11-09,144,488,0.5635889959065474,266,37,107
2023-11-10,155,478,0.5392278064820784,249,40,115
2023-11-11,157,393,0.4975355503975276,292,40,117
2023-11-12,128,344,0.5551745187282726,123,33,95
2023-11-13,129,305,0.5601882602879407,155,33,96
2023-11-14,119,454,0.5125088930145104,121,30,89
2023-11-15,134,424,0.5511039985091015,237,34,100
2023-11-16,133,373,0.5092414385007851,282,34,99
2023-11-17,146,427,0.5040422315280901,164,37,109
2023-11-18,149,580,0.48558341346455525,287,38,111
2023-11-19,118,272,0.5258149918672923,131,30,88
2023-11-20,152,482,0.3475815315879221,288,39,113
2023-11-21,111,334,0.5642612277596786,183,28,83
2023-11-22,114,367,0.5615530583235695,138,29,85
2023-11-23,155,316,0.30877418491036773,207,40,115
2023-11-24,160,599,0.5477450251694288,166,41,119
2023-11-25,152,587,0.33866096024203357,171,39,113
2023-11-26,143,448,0.40053565627774257,175,36,107
2023-11-27,124,421,0.5230524768874824,265,32,92
2023-11-28,116,446,0.3482279688144925,217,30,86
2023-11-29,136,464,0.5453901072357186,176,35,101
2023-11-30,130,300,0.5496402533873226,230,33,97
2023-12-01,165,520,0.4522403201282509,249,42,123
2023-12-02,144,463,0.30191576151505006,169,37,107
2023-12-03,124,353,0.3861114399524738,194,32,92
2023-12-04,122,424,0.48507807551272264,142,31,91
2023-12-05,139,538,0.5943558534082269,153,35,104
2023-12-06,129,497,0.48954405810500046,243,33,96
2023-12-07,131,380,0.37794107431924795,153,33,98
2023-12-08,157,350,0.4902017109298834,215,40,117
2023-12-09,153,607,0.46199561391475663,248,39,114
2023-12-10,132,485,0.5339536185453431,139,34,98
2023-12-11,123,277,0.3320941916480875,222,31,92
2023-12-12,139,534,0.5283083707506084,166,35,104
2023-12-13,119,445,0.46237997360283306,293,30,89
2023-12-14,125,380,0.5888976011576983,207,32,93
2023-12-15,146,465,0.4025616498116058,265,37,109
2023-12-16,149,417,0.4897865679401844,219,38,111
2023-12-17,148,312,0.5796084316530052,128,38,110
2023-12-18,155,414,0.3307529183972038,234,40,115
2023-12-19,152,548,0.5811685461709353,291,39,113
2023-12-20,142,285,0.506365716690244,228,36,106
2023-12-21,149,397,0.32035111773155156,267,38,111
2023-12-22,145,405,0.39028907008404484,279,37,108
2023-12-23,155,477,0.5124516265935845,161,40,115
2023-12-24,142,545,0.3202051804406315,158,36,106
2023-12-25,142,382,0.47465113805288195,230,36,106
2023-12-26,130,350,0.403764917085887,194,33,97
2023-12-27,155,539,0.4862746553302431,271,40,115
2023-12-28,176,511,0.31372261014375386,282,45,131
2023-12-29,162,397,0.5614610418457129,184,41,121
2023-12-30,165,479,0.592046690753219,163,42,123
2023-12-31,160,365,0.5906633565857073,260,41,119
